,country_name,year,FDI4,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,v2cacamps,v2caviol,v2cagenmob,v2cademmob,v2x_regime,v2x_neopat,v2xnp_client,v2xnp_regcorr,v2x_corr,v2x_execorr,v2x_pubcorr,v2x_rule,v2xcl_prpty,v2xcl_acjst,v2x_freexp,e_wbgi_cce,e_wbgi_gee,e_wbgi_pve,e_wbgi_rle,e_wbgi_rqe,e_wbgi_vae,e_gdp,e_gdppc,e_miinflat,e_total_fuel_income_pc,e_total_resources_income_pc
3694,Philippines,2005,15485000000.0,0.476,0.355,0.328,0.427,0.255,-1.189,-0.402,1.336,1.228,Electoral Autocracy,0.518,0.72,0.785,0.789,0.723,0.649,0.477,0.822,0.66,0.765,-0.663,-0.009,-1.179,-0.216,-0.334,-0.007,40718.113,4.392,7.651,14.557,27.19
3695,Barbados,2005,,0.762,0.651,0.325,0.652,0.624,-3.377,-2.655,-1.62,-1.994,Electoral Democracy,0.129,0.211,0.102,0.093,0.127,0.075,0.914,0.883,0.912,0.886,1.411,1.29,1.113,1.154,1.335,0.949,576.864,19.048,6.08,79.773,79.773
3696,Pakistan,2005,10209000000.0,0.356,0.202,0.248,0.273,0.141,-0.651,1.238,0.936,0.358,Electoral Autocracy,0.699,0.724,0.782,0.811,0.696,0.695,0.259,0.773,0.329,0.71,-1.062,-0.455,-1.751,-0.641,-0.89,-0.976,59807.172,3.499,9.063,59.576,60.577
3697,Suriname,2005,,0.786,0.674,0.508,0.641,0.586,-1.748,-1.527,-1.153,-1.044,Electoral Democracy,0.2,0.566,0.2,0.226,0.205,0.286,0.785,0.882,0.822,0.897,0.216,-0.06,0.233,-0.52,-0.136,0.13,509.797,9.545,9.898,507.204,1078.784
3698,Lesotho,2005,,0.624,0.46,0.371,0.401,0.506,0.348,0.358,0.487,1.137,Electoral Democracy,0.395,0.485,0.507,0.584,0.494,0.667,0.599,0.645,0.812,0.73,0.055,-0.171,-0.003,-0.633,-0.189,-0.21,470.157,2.26,3.438,0.0,0.0
3699,Latvia,2005,5117538600.0,0.817,0.712,0.578,0.618,0.667,-2.602,-2.645,-2.282,-1.093,Electoral Democracy,0.133,0.232,0.16,0.178,0.168,0.145,0.904,0.907,0.941,0.954,0.367,0.53,0.814,0.874,0.566,0.782,4124.293,17.254,6.76,0.0,0.0
3700,Comoros,2005,,0.452,0.265,0.292,0.338,0.314,0.322,1.402,-1.643,-0.169,Electoral Autocracy,0.642,0.725,0.659,0.695,0.57,0.576,0.359,0.729,0.605,0.772,-0.887,-1.61,-0.436,-1.549,-1.044,-0.63,152.58,2.248,3.013,0.0,0.0
3701,Austria,2005,154666354030.216,0.859,0.784,0.615,0.763,0.76,-0.207,-2.285,-1.218,-1.447,Liberal Democracy,0.088,0.081,0.151,0.119,0.202,0.087,0.945,0.95,0.961,0.971,1.912,1.679,1.104,1.605,1.847,1.379,34563.473,39.334,2.108,106.718,115.328
3702,Guinea,2005,,0.271,0.109,0.201,0.103,0.162,0.76,0.162,0.491,1.055,Electoral Autocracy,0.913,0.789,0.952,0.923,0.96,0.931,0.079,0.325,0.207,0.471,-1.073,-1.058,-1.154,-1.037,-1.423,-1.172,1768.711,1.822,31.373,0.0,91.235
3703,Peru,2005,15889171210.8904,0.799,0.671,0.546,0.675,0.492,-0.29,-1.46,0.406,-1.59,Electoral Democracy,0.259,0.606,0.459,0.601,0.352,0.473,0.689,0.742,0.617,0.934,-0.367,-0.702,-0.976,0.007,-0.701,-0.014,18872.498,6.45,1.623,99.243,558.085
3704,Paraguay,2005,1048678001.0702,0.603,0.435,0.37,0.341,0.234,-1.062,-0.422,0.244,0.639,Electoral Democracy,0.569,0.751,0.817,0.811,0.791,0.699,0.408,0.771,0.59,0.792,-1.356,-0.785,-0.652,-0.864,-0.963,-0.396,3756.991,6.01,6.807,0.0,0.0
3705,Tajikistan,2005,,0.23,0.075,0.088,0.094,0.143,-0.696,-0.053,-1.625,-0.64,Electoral Autocracy,0.947,0.629,0.946,0.923,0.947,0.885,0.057,0.459,0.293,0.297,-1.176,-1.162,-1.392,-1.128,-1.1,-1.266,1553.799,2.178,7.092,3.124,11.718
3706,Belarus,2005,2382800000.0,0.234,0.099,0.088,0.078,0.271,1.108,-2.732,0.278,-0.187,Electoral Autocracy,0.883,0.092,0.571,0.36,0.705,0.284,0.263,0.786,0.597,0.353,-0.723,-1.134,0.36,-1.442,-1.156,-1.767,13205.965,12.841,10.34,80.502,80.502
3707,Ghana,2005,,0.735,0.64,0.397,0.665,0.533,-0.398,0.425,1.887,1.739,Liberal Democracy,0.309,0.506,0.688,0.64,0.695,0.636,0.611,0.868,0.938,0.916,-0.369,-0.215,0.17,-0.183,-0.135,0.197,7413.233,3.191,15.113,5.627,71.658
3708,Bangladesh,2005,3684752714.09153,0.477,0.235,0.229,0.191,0.199,0.983,2.209,2.172,1.353,Electoral Autocracy,0.729,0.444,0.808,0.848,0.792,0.906,0.242,0.865,0.446,0.591,-1.406,-0.917,-1.864,-1.082,-0.979,-0.57,28570.822,1.919,7.047,26.621,26.621
3709,Libya,2005,,0.073,0.045,0.044,0.042,0.132,0.53,-0.62,0.489,-0.478,Closed Autocracy,0.907,0.716,0.857,0.865,0.86,0.856,0.083,0.395,0.183,0.057,-0.967,-1.05,0.449,-1.489,-0.981,-1.858,10368.278,17.07,2.65,5509.182,5509.182
3710,Canada,2005,669137531873.099,0.825,0.751,0.576,0.755,0.713,-1.51,-1.915,-0.476,-0.786,Liberal Democracy,0.051,0.072,0.025,0.043,0.031,0.028,0.979,0.934,0.956,0.951,1.87,1.882,0.829,1.566,1.65,1.507,144333.198,42.063,2.23,2971.091,3291.359
3711,Belgium,2005,478183137100.0,0.878,0.811,0.627,0.785,0.817,-2.085,-1.484,0.929,-1.684,Liberal Democracy,0.041,0.046,0.015,0.021,0.013,0.015,0.984,0.953,0.991,0.982,1.377,1.706,0.794,1.271,1.258,1.421,42616.998,38.082,2.533,0.0,0.0
3712,Nicaragua,2005,2461000000.0,0.603,0.378,0.368,0.467,0.3,0.085,-0.681,-0.427,-0.802,Electoral Democracy,0.687,0.59,0.666,0.76,0.601,0.74,0.298,0.708,0.501,0.872,-0.616,-0.832,-0.339,-0.445,-0.615,-0.249,2098.922,3.626,9.6,0.0,10.353
3713,Iraq,2005,,0.239,0.115,0.182,0.233,0.169,2.245,2.169,1.705,1.107,Electoral Autocracy,0.585,0.716,0.786,0.758,0.807,0.839,0.254,0.724,0.292,0.495,-1.378,-1.636,-2.689,-1.539,-1.717,-1.301,18714.558,6.251,,1162.208,1162.208
3714,Lebanon,2005,,0.403,0.233,0.225,0.319,0.261,1.525,1.147,2.867,2.403,Electoral Autocracy,0.751,0.827,0.708,0.742,0.722,0.756,0.272,0.723,0.497,0.639,-0.532,-0.11,-1.0,-0.18,-0.232,-0.281,4857.696,9.536,2.684,0.0,0.0
3715,Spain,2005,522086852300.0,0.876,0.807,0.638,0.792,0.801,-1.716,0.306,0.957,-0.264,Liberal Democracy,0.029,0.069,0.02,0.042,0.015,0.042,0.987,0.956,0.955,0.964,1.328,1.501,0.193,1.304,1.118,1.131,153205.355,32.558,3.382,21.94,26.497
3716,Germany,2005,813160131800.0,0.897,0.861,0.652,0.868,0.837,-2.326,-1.91,0.15,-0.576,Liberal Democracy,0.015,0.023,0.008,0.01,0.007,0.005,0.995,0.97,0.993,0.984,1.875,1.5,0.889,1.515,1.652,1.486,326761.9,37.291,1.92,189.672,190.364
3717,Nepal,2005,,0.217,0.149,0.127,0.16,0.21,1.09,2.361,0.867,1.076,Closed Autocracy,0.461,0.51,0.78,0.811,0.737,0.751,0.453,0.624,0.554,0.521,-0.742,-0.863,-2.098,-0.53,-0.825,-1.147,4249.001,1.584,6.836,0.018,0.018
3718,Kuwait,2005,645205944.000001,0.331,0.299,0.107,0.314,0.26,-1.574,-1.785,0.151,-0.466,Closed Autocracy,0.399,0.596,0.536,0.52,0.562,0.478,0.623,0.693,0.765,0.601,0.5,0.169,0.254,0.471,0.528,-0.484,15202.066,61.947,4.143,17244.32,17244.32
3719,Syria,2005,,0.15,0.051,0.051,0.031,0.105,1.209,1.388,-1.264,-2.049,Electoral Autocracy,0.936,0.758,0.898,0.908,0.891,0.887,0.095,0.49,0.156,0.037,-0.853,-1.146,-0.462,-0.986,-0.594,-1.508,10593.365,5.457,7.24,694.336,694.336
3720,Gabon,2005,,0.349,0.206,0.239,0.294,0.26,-0.762,-0.35,1.251,1.106,Electoral Autocracy,0.802,0.604,0.865,0.883,0.833,0.858,0.318,0.484,0.763,0.754,-0.66,-0.836,0.326,-0.06,-0.397,-0.827,1771.155,11.862,3.708,4940.187,5656.007
3721,Iceland,2005,5265703397.9041,0.871,0.787,0.621,0.743,0.803,-1.862,-2.294,,,Liberal Democracy,0.043,0.068,0.014,0.013,0.02,0.01,0.981,0.966,0.955,0.949,2.301,1.968,1.445,1.602,1.939,1.569,1421.729,44.539,4.03,,
3722,Israel,2005,30811000000.0,0.759,0.683,0.491,0.609,0.623,0.911,0.645,2.616,1.524,Liberal Democracy,0.09,0.127,0.126,0.137,0.147,0.118,0.933,0.89,0.939,0.852,0.823,1.038,-1.248,0.862,0.808,0.646,21680.425,30.117,1.33,30.714,30.714
3723,Sudan,2005,6900950138.89435,0.216,0.075,0.103,0.067,0.073,0.674,0.872,0.058,0.547,Electoral Autocracy,0.833,0.667,0.701,0.704,0.708,0.78,0.159,0.168,0.192,0.191,-1.388,-1.409,-1.973,-1.385,-1.65,-1.719,8959.688,2.745,,126.955,128.833
3724,Sweden,2005,250431242460.796,0.917,0.885,0.692,0.883,0.872,-2.346,-1.852,-1.687,-1.782,Liberal Democracy,0.013,0.031,0.003,0.004,0.004,0.004,0.996,0.957,0.989,0.979,2.013,1.887,1.3,1.533,1.798,1.584,39407.931,41.079,0.822,0.0,191.18
3725,Switzerland,2005,252731092693.479,0.889,0.845,0.79,0.852,0.819,-1.711,-2.439,-0.82,-1.79,Liberal Democracy,0.018,0.065,0.012,0.023,0.011,0.018,0.994,0.922,0.99,0.987,2.01,1.846,1.197,1.551,1.902,1.586,37431.152,46.618,1.172,0.0,0.0
3726,Ireland,2005,401786944800.0,0.886,0.815,0.646,0.714,0.779,-3.874,-2.193,-1.815,-1.585,Liberal Democracy,0.069,0.191,0.074,0.067,0.087,0.031,0.968,0.926,0.964,0.982,1.584,1.73,1.299,1.488,1.584,1.624,21139.797,47.958,2.18,37.675,228.03
3727,Indonesia,2005,44862507412.584,0.698,0.532,0.453,0.632,0.459,0.688,1.227,0.93,0.62,Electoral Democracy,0.402,0.549,0.712,0.766,0.632,0.707,0.534,0.765,0.747,0.818,-0.906,-0.504,-1.518,-0.647,-0.798,-0.122,130493.055,5.488,10.459,242.005,284.972
3728,India,2005,51835990236.3253,0.719,0.57,0.477,0.652,0.482,-0.328,0.056,0.46,0.445,Electoral Democracy,0.254,0.506,0.438,0.513,0.422,0.572,0.614,0.676,0.644,0.839,-0.363,-0.103,-1.014,-0.292,0.133,0.414,400126.588,3.372,4.246,35.717,43.092
3729,Eswatini,2005,786152506.561265,0.13,0.097,0.129,0.08,0.074,1.409,-0.992,-0.496,-1.149,Closed Autocracy,0.694,0.49,0.531,0.498,0.624,0.78,0.264,0.14,0.463,0.21,-0.276,-0.951,-0.393,-0.434,-0.879,-1.495,798.333,7.162,4.774,9.127,9.127
3730,Panama,2005,11822100000.0,0.739,0.557,0.469,0.646,0.505,-0.757,-1.574,-0.319,-1.0,Electoral Democracy,0.462,0.661,0.531,0.58,0.483,0.422,0.603,0.875,0.714,0.901,-0.391,0.071,-0.158,0.16,-0.101,0.444,4231.49,12.202,2.867,0.0,0.0
3731,Guatemala,2005,3861700000.0,0.57,0.392,0.352,0.391,0.244,-0.799,-0.259,-1.138,-0.551,Electoral Democracy,0.534,0.687,0.776,0.802,0.742,0.746,0.345,0.701,0.266,0.729,-0.684,-0.799,-0.836,-0.501,-1.048,-0.359,7771.256,5.625,9.107,30.762,32.112
3732,Chile,2005,78991138068.1483,0.88,0.825,0.578,0.804,0.653,-2.016,-1.26,-0.638,-1.184,Liberal Democracy,0.04,0.135,0.035,0.063,0.03,0.069,0.961,0.882,0.853,0.958,1.417,1.16,0.842,1.312,1.21,1.293,28565.173,16.711,3.053,48.822,1670.918
3733,Burma/Myanmar,2005,4686010985.52515,0.094,0.018,0.047,0.036,0.072,2.428,1.386,-0.566,0.361,Closed Autocracy,0.965,0.675,0.939,0.892,0.95,0.812,0.048,0.166,0.135,0.066,-1.541,-1.533,-0.899,-2.128,-1.736,-2.166,12235.189,2.395,,80.816,84.114
3734,Namibia,2005,2453440242.52964,0.671,0.553,0.422,0.534,0.448,-0.647,-2.984,-2.161,-1.705,Electoral Democracy,0.19,0.275,0.218,0.198,0.299,0.274,0.859,0.755,0.849,0.846,0.15,0.074,0.626,0.142,-0.066,0.332,1519.998,7.169,2.261,0.0,111.764
3735,Mozambique,2005,2658717169.59,0.481,0.327,0.29,0.348,0.31,-0.76,-0.352,-1.499,-0.244,Electoral Autocracy,0.478,0.513,0.538,0.53,0.59,0.727,0.49,0.546,0.608,0.75,-0.535,-0.543,0.126,-0.741,-0.634,0.008,2477.63,1.174,7.17,2.724,2.779
3736,Azerbaijan,2005,20117600000.0,0.218,0.071,0.084,0.056,0.137,0.408,-0.883,1.068,-1.181,Electoral Autocracy,0.965,0.815,0.946,0.96,0.919,0.965,0.042,0.659,0.27,0.253,-1.053,-0.739,-1.125,-0.581,-0.793,-1.124,5717.211,6.434,9.68,1280.513,1280.533
3737,Netherlands,2005,1995751576500.0,0.862,0.813,0.605,0.79,0.787,-1.217,-1.19,0.04,-1.778,Liberal Democracy,0.021,0.025,0.013,0.017,0.015,0.022,0.987,0.936,0.968,0.962,1.961,1.937,0.988,1.654,1.753,1.666,73988.871,42.485,1.502,1395.581,1395.581
3738,Burundi,2005,9269378.01920263,0.302,0.15,0.232,0.24,0.21,0.774,2.181,-0.958,-0.272,Electoral Autocracy,0.807,0.734,0.81,0.85,0.796,0.835,0.18,0.256,0.242,0.534,-0.957,-1.252,-1.523,-1.338,-1.128,-0.634,581.206,0.753,13.524,0.0,7.931
3739,Bosnia and Herzegovina,2005,2319803001.26676,0.648,0.449,0.368,0.43,0.443,1.141,-0.434,-0.534,-0.925,Electoral Democracy,0.549,0.789,0.714,0.686,0.748,0.731,0.476,0.785,0.714,0.736,-0.233,-0.766,-0.501,-0.579,-0.52,0.214,3081.716,7.514,,99.427,125.061
3740,Romania,2005,25905785443.0787,0.607,0.459,0.406,0.411,0.475,0.324,-3.46,-2.392,-1.411,Electoral Democracy,0.415,0.527,0.592,0.706,0.495,0.706,0.521,0.868,0.787,0.882,-0.261,-0.296,0.086,0.243,-0.154,0.409,23763.257,10.553,9.025,334.081,339.548
3741,Colombia,2005,36986559345.8094,0.541,0.429,0.367,0.358,0.292,0.585,2.641,0.694,1.488,Electoral Democracy,0.278,0.716,0.428,0.452,0.386,0.368,0.711,0.818,0.535,0.698,-0.145,-0.195,-2.058,-0.016,-0.633,-0.323,41475.503,9.315,5.048,383.404,426.922
3742,Seychelles,2005,,0.439,0.35,0.169,0.315,0.369,0.277,-1.593,-1.241,-0.964,Electoral Autocracy,0.304,0.414,0.315,0.312,0.329,0.246,0.778,0.643,0.791,0.607,0.374,0.455,0.932,0.454,0.401,0.174,169.928,18.638,0.907,,
3743,Maldives,2005,,0.289,0.121,0.111,0.156,0.239,0.996,-0.51,-1.006,2.082,Closed Autocracy,0.825,0.357,0.814,0.737,0.82,0.411,0.164,0.695,0.326,0.408,-0.429,0.24,0.812,0.517,0.09,-0.98,333.091,9.914,4.235,,
3744,Nigeria,2005,26608450000.0,0.421,0.298,0.291,0.342,0.242,-0.62,2.111,1.07,1.231,Electoral Autocracy,0.67,0.84,0.892,0.928,0.873,0.95,0.236,0.719,0.791,0.857,-1.181,-0.902,-1.667,-0.793,-1.354,-0.869,44817.128,3.024,17.856,352.084,352.159
3745,Denmark,2005,116123717208.773,0.919,0.895,0.721,0.876,0.88,-2.744,-1.953,-0.841,-1.942,Liberal Democracy,0.006,0.024,0.002,0.002,0.003,0.001,0.999,0.935,0.997,0.992,2.278,2.114,1.073,1.65,1.936,1.74,24160.779,41.95,1.811,1622.345,1622.345
3746,Kazakhstan,2005,28152039970.0,0.241,0.125,0.087,0.101,0.188,-0.768,-0.48,-0.697,-0.678,Electoral Autocracy,0.906,0.689,0.898,0.846,0.892,0.687,0.18,0.842,0.703,0.408,-1.015,-0.673,0.191,-0.281,-0.953,-1.032,21383.103,13.128,7.58,2524.023,2929.662
3747,Tunisia,2005,16839665542.0273,0.189,0.096,0.136,0.13,0.196,0.77,-0.506,-2.126,-2.168,Electoral Autocracy,0.897,0.778,0.831,0.869,0.768,0.814,0.159,0.899,0.678,0.212,-0.078,0.352,0.024,-0.044,-0.036,-0.95,9706.356,9.061,2.014,236.93,241.606
3748,Mauritius,2005,,0.76,0.665,0.495,0.707,0.619,0.928,-1.763,1.549,1.775,Liberal Democracy,0.215,0.395,0.566,0.465,0.589,0.252,0.799,0.833,0.866,0.85,0.219,0.618,1.028,0.413,0.941,0.833,2078.781,15.972,4.937,0.0,0.0
3749,Slovenia,2005,8283761784.498,0.828,0.739,0.717,0.705,0.735,0.744,-2.48,-0.552,-1.086,Liberal Democracy,0.184,0.16,0.344,0.342,0.284,0.087,0.897,0.948,0.973,0.915,0.902,0.887,1.093,0.883,0.884,1.092,5991.101,28.068,2.48,98.509,98.509
3750,Vanuatu,2005,181042464.168076,0.603,0.512,0.366,0.486,0.477,-1.221,-1.717,-1.385,-1.464,Electoral Democracy,0.287,0.59,0.531,0.464,0.581,0.445,0.734,0.727,0.794,0.879,0.295,-0.26,1.385,0.248,0.517,0.196,66.121,2.986,1.199,,
3751,Fiji,2005,937591599.999999,0.539,0.382,0.286,0.358,0.351,1.828,-0.912,-0.353,-0.631,Electoral Democracy,0.427,0.34,0.315,0.317,0.366,0.342,0.677,0.63,0.785,0.573,-0.225,-0.041,0.387,-0.399,0.103,0.049,626.479,7.176,2.366,0.0,51.223
3752,Senegal,2005,358231474.014303,0.694,0.537,0.373,0.601,0.51,0.493,-0.161,0.929,0.631,Electoral Democracy,0.33,0.515,0.267,0.373,0.239,0.444,0.694,0.835,0.792,0.872,-0.035,-0.255,-0.204,-0.26,0.01,0.056,3012.738,2.473,1.705,1.168,1.942
3753,Argentina,2005,55138773797.6541,0.806,0.641,0.553,0.619,0.643,0.874,-1.206,1.812,0.978,Electoral Democracy,0.349,0.419,0.491,0.447,0.484,0.31,0.641,0.922,0.744,0.932,-0.378,-0.1,-0.042,-0.525,-0.558,0.269,54973.434,13.433,9.642,728.761,762.768
3754,Honduras,2005,2869811368.86655,0.564,0.333,0.337,0.416,0.239,-2.598,-2.278,-1.135,-1.871,Electoral Democracy,0.66,0.787,0.83,0.849,0.809,0.807,0.323,0.866,0.359,0.792,-0.82,-0.682,-0.623,-0.625,-0.771,-0.346,2966.731,3.826,8.1,0.0,24.226
3755,Armenia,2005,1382806929.03092,0.346,0.192,0.186,0.184,0.292,0.32,-1.452,-0.302,-0.238,Electoral Autocracy,0.838,0.695,0.859,0.866,0.834,0.778,0.224,0.879,0.645,0.688,-0.683,-0.139,-0.066,0.089,-0.389,-0.591,2085.719,6.615,0.642,0.0,105.025
3756,Togo,2005,263174871.980938,0.327,0.157,0.145,0.271,0.27,1.919,0.766,0.293,1.686,Electoral Autocracy,0.835,0.662,0.811,0.802,0.812,0.815,0.184,0.756,0.464,0.605,-0.874,-1.459,-1.44,-0.842,-1.064,-1.222,752.513,1.25,6.802,0.0,0.0
3757,Czechia,2005,64991825280.6247,0.899,0.83,0.628,0.807,0.817,-2.252,-2.797,-1.627,-1.269,Liberal Democracy,0.121,0.064,0.274,0.249,0.313,0.306,0.859,0.912,0.957,0.981,0.48,0.919,0.936,1.109,0.858,0.906,28611.872,26.205,1.85,293.182,293.182
3758,Kosovo,2005,,0.503,0.354,0.269,0.287,0.339,0.677,0.462,1.182,0.868,Electoral Democracy,0.403,0.694,0.574,0.576,0.553,0.463,0.576,0.461,0.623,0.757,,,,,,,869.629,4.749,,,
3759,Haiti,2005,150460000.0,0.239,0.088,0.161,0.209,0.074,1.059,1.618,1.588,2.043,Closed Autocracy,0.84,0.806,0.846,0.832,0.839,0.815,0.147,0.469,0.246,0.76,-1.391,-1.346,-1.804,-1.222,-1.663,-1.232,1524.347,1.569,15.729,0.0,0.0
3760,Japan,2005,104913477246.065,0.844,0.763,0.557,0.756,0.767,-2.273,-2.224,-2.62,-2.119,Liberal Democracy,0.107,0.206,0.094,0.107,0.107,0.033,0.957,0.921,0.968,0.944,1.21,1.285,1.036,1.259,1.224,1.006,500787.577,36.684,-0.6,9.31,11.484
3761,Mexico,2005,212373733689.207,0.71,0.51,0.441,0.57,0.366,-0.714,-0.378,1.077,1.023,Electoral Democracy,0.347,0.341,0.475,0.612,0.371,0.509,0.589,0.759,0.392,0.809,-0.344,0.033,-0.446,0.161,-0.383,0.198,162093.745,14.332,3.988,718.244,762.582
3762,Madagascar,2005,245668620.533193,0.492,0.264,0.31,0.28,0.235,0.881,-0.394,-1.688,-1.9,Electoral Autocracy,0.726,0.624,0.644,0.77,0.508,0.746,0.366,0.886,0.437,0.708,-0.056,-0.382,-0.019,-0.293,-0.353,-0.124,2351.642,1.206,18.513,0.0,4.729
3763,Finland,2005,78924112445.0,0.873,0.834,0.631,0.815,0.814,-1.806,-1.178,-0.529,-0.426,Liberal Democracy,0.023,0.076,0.016,0.018,0.016,0.017,0.991,0.938,0.985,0.983,2.315,2.124,1.595,1.662,1.951,1.687,20539.113,36.846,0.777,0.0,118.946
3764,Djibouti,2005,104399592.619893,0.254,0.12,0.116,0.145,0.167,0.304,-0.262,-0.603,-0.377,Electoral Autocracy,0.824,0.727,0.698,0.708,0.707,0.683,0.298,0.561,0.621,0.332,-0.712,-0.816,-0.812,-0.845,-0.955,-1.11,211.592,2.66,3.105,0.0,0.0
3765,Bulgaria,2005,14225218026.8054,0.706,0.617,0.443,0.611,0.557,-1.584,-2.042,-0.853,0.057,Electoral Democracy,0.21,0.409,0.307,0.374,0.27,0.361,0.786,0.907,0.859,0.887,0.019,0.132,0.147,0.658,-0.109,0.595,10013.525,12.205,5.04,140.138,207.733
3766,Egypt,2005,28881900000.0,0.207,0.149,0.087,0.142,0.086,-1.284,-0.609,-0.485,-1.487,Electoral Autocracy,0.665,0.849,0.768,0.829,0.744,0.893,0.309,0.661,0.481,0.304,-0.539,-0.393,-0.629,-0.453,-0.001,-0.965,46862.749,5.904,8.802,381.283,382.079
3767,Slovakia,2005,33066808146.5,0.853,0.76,0.657,0.709,0.701,-0.975,-2.566,-0.927,-0.862,Liberal Democracy,0.146,0.104,0.29,0.383,0.225,0.247,0.846,0.934,0.944,0.951,0.451,0.88,0.898,1.127,0.491,0.9,11357.588,19.804,2.71,62.609,65.188
3768,Ukraine,2005,17209000000.0,0.456,0.293,0.307,0.38,0.332,0.358,-0.376,1.047,1.423,Electoral Autocracy,0.728,0.479,0.825,0.831,0.769,0.714,0.232,0.934,0.661,0.808,-0.741,-0.676,-0.285,-0.511,-0.805,-0.285,41161.449,8.25,13.51,208.557,260.727
3769,Hungary,2005,66849460623.6539,0.853,0.765,0.644,0.632,0.709,-0.024,-2.48,0.233,-1.207,Liberal Democracy,0.178,0.355,0.345,0.287,0.403,0.165,0.875,0.926,0.942,0.975,0.626,0.751,1.003,1.047,0.839,1.175,20323.484,18.746,3.551,180.757,182.083
3770,Sri Lanka,2005,,0.441,0.279,0.235,0.23,0.298,0.833,2.066,-0.05,-0.123,Electoral Autocracy,0.478,0.48,0.548,0.538,0.54,0.408,0.535,0.661,0.512,0.449,-0.34,-0.311,-1.152,-0.423,0.158,-0.207,13483.177,6.512,10.983,0.0,0.0
3771,El Salvador,2005,4166528006.0,0.544,0.348,0.334,0.348,0.239,0.883,-0.338,-0.597,-0.075,Electoral Democracy,0.569,0.534,0.75,0.765,0.731,0.678,0.344,0.67,0.287,0.819,-0.509,-0.453,-0.034,-0.257,-0.505,-0.075,2431.83,3.939,4.691,0.0,0.0
3772,Brazil,2005,181344348687.708,0.876,0.784,0.66,0.812,0.621,-0.47,-0.275,-0.909,1.108,Electoral Democracy,0.184,0.333,0.555,0.503,0.557,0.31,0.798,0.881,0.771,0.941,-0.154,-0.162,-0.263,0.037,-0.476,0.458,189340.788,9.577,6.884,134.289,207.042
3773,Sierra Leone,2005,299887776.042448,0.565,0.357,0.378,0.421,0.324,0.309,0.816,-0.239,0.412,Electoral Democracy,0.623,0.586,0.737,0.785,0.668,0.691,0.429,0.554,0.336,0.812,-1.085,-1.354,-0.481,-1.101,-1.151,-0.531,671.297,1.201,12.05,0.0,0.144
3774,Algeria,2005,,0.337,0.169,0.154,0.25,0.268,-1.157,0.11,1.017,1.568,Electoral Autocracy,0.817,0.665,0.674,0.667,0.68,0.632,0.24,0.678,0.662,0.63,-0.466,-0.439,-0.914,-0.342,-0.774,-0.716,39640.617,11.091,1.64,1290.337,1292.024
3775,United Kingdom,2005,1191590959900.0,0.867,0.805,0.612,0.754,0.759,-0.495,-1.304,1.842,0.028,Liberal Democracy,0.057,0.095,0.041,0.045,0.04,0.022,0.978,0.887,0.971,0.969,1.891,1.761,0.124,1.613,1.558,1.444,240574.896,36.981,2.041,1252.526,1252.541
3776,Ecuador,2005,9860846164.25942,0.709,0.481,0.49,0.401,0.422,0.637,-1.704,1.692,-1.175,Electoral Democracy,0.617,0.533,0.697,0.721,0.655,0.608,0.372,0.881,0.602,0.826,-0.736,-0.966,-0.794,-0.778,-0.821,-0.364,11502.901,7.864,2.1,647.007,653.213
3777,Malta,2005,4945179711.2,0.796,0.615,0.554,0.672,0.689,0.836,-1.794,-1.11,-2.128,Electoral Democracy,0.268,0.24,0.231,0.173,0.271,0.112,0.869,0.87,0.951,0.902,0.816,0.817,1.38,1.06,1.416,1.234,1076.237,24.848,3.01,,
3778,Saudi Arabia,2005,,0.018,0.043,0.024,0.055,0.113,-1.519,-0.629,-2.538,-2.157,Closed Autocracy,0.8,0.608,0.647,0.467,0.796,0.651,0.288,0.483,0.29,0.123,-0.104,-0.381,-0.241,0.111,-0.023,-1.536,69343.123,27.315,0.699,8119.941,8124.994
3779,Albania,2005,,0.505,0.415,0.333,0.406,0.358,-1.095,-0.709,-1.217,0.492,Electoral Democracy,0.492,0.636,0.763,0.727,0.75,0.517,0.522,0.775,0.89,0.82,-0.813,-0.705,-0.505,-0.401,-0.764,0.004,2140.925,6.668,2.37,44.748,62.84
3780,Bolivia,2005,5114200000.0,0.754,0.541,0.522,0.631,0.473,0.557,0.51,2.165,2.526,Electoral Democracy,0.477,0.387,0.669,0.675,0.607,0.473,0.462,0.679,0.574,0.862,-0.742,-0.7,-0.971,-0.694,-0.765,-0.157,3613.319,3.734,5.399,436.278,518.687
3781,Venezuela,2005,45491000000.0,0.477,0.183,0.338,0.256,0.345,1.321,0.889,1.563,1.353,Electoral Autocracy,0.945,0.726,0.912,0.929,0.881,0.909,0.074,0.672,0.442,0.59,-1.031,-0.912,-1.244,-1.1,-1.259,-0.637,30163.522,10.951,15.955,2402.406,2448.795
3782,Mali,2005,871596473.549333,0.625,0.422,0.423,0.513,0.424,0.254,0.347,1.101,0.62,Electoral Democracy,0.581,0.749,0.86,0.85,0.861,0.804,0.397,0.843,0.677,0.917,-0.5,-0.726,0.174,-0.56,-0.14,0.248,2161.192,1.593,6.398,0.0,57.849
