,country_name,year,FDI4,control_corrupcion,gobierno_eficacia,estabilidad_politica,calidad_regulatoria,estado_derecho,voz_rendicion,tiempo_negocios,hdi,v2x_polyarchy,v2cacamps,v2caviol,v2cagenmob,v2x_regime,v2x_corr,v2x_rule,v2xcl_prpty,e_gdp,e_miinflat,economic_freedom
13696,Peru,1845,,,,,,,,,,0.223,,,,,0.646,0.214,0.343,177.056,-0.243,
13697,Peru,1846,,,,,,,,,,0.239,,,,,0.646,0.214,0.343,181.888,-0.61,
13698,Peru,1847,,,,,,,,,,0.239,,,,,0.646,0.214,0.343,190.723,6.503,
13699,Peru,1848,,,,,,,,,,0.239,,,,,0.646,0.214,0.343,200.196,-6.797,
13700,Peru,1849,,,,,,,,,,0.239,,,,,0.646,0.214,0.343,208.054,1.978,
13701,Peru,1850,,,,,,,,,,0.239,,,,,0.646,0.214,0.343,215.559,-0.485,
13702,Peru,1851,,,,,,,,,,0.239,,,,,0.709,0.162,0.343,228.128,2.558,
13703,Peru,1852,,,,,,,,,,0.239,,,,,0.709,0.162,0.343,238.5,1.663,
13704,Peru,1853,,,,,,,,,,0.239,,,,,0.709,0.162,0.343,249.046,-1.986,
13705,Peru,1854,,,,,,,,,,0.229,,,,,0.709,0.147,0.343,261.681,-3.218,
13706,Peru,1855,,,,,,,,,,0.193,,,,,0.645,0.218,0.343,267.974,11.084,
13707,Peru,1856,,,,,,,,,,0.218,,,,,0.645,0.218,0.343,270.96,20.953,
13708,Peru,1857,,,,,,,,,,0.19,,,,,0.645,0.218,0.343,282.951,-0.642,
13709,Peru,1858,,,,,,,,,,0.19,,,,,0.645,0.218,0.343,283.573,1.661,
13710,Peru,1859,,,,,,,,,,0.249,,,,,0.645,0.218,0.343,284.694,-5.535,
13711,Peru,1860,,,,,,,,,,0.25,,,,,0.637,0.235,0.343,285.571,28.915,
13712,Peru,1861,,,,,,,,,,0.223,,,,,0.637,0.235,0.343,286.295,-9.314,
13713,Peru,1862,,,,,,,,,,0.223,,,,,0.637,0.235,0.343,289.321,-0.247,
13714,Peru,1863,,,,,,,,,,0.212,,,,,0.675,0.216,0.343,296.531,-0.412,
13715,Peru,1864,,,,,,,,,,0.208,,,,,0.675,0.216,0.343,301.852,7.031,
13716,Peru,1865,,,,,,,,,,0.192,,,,,0.675,0.216,0.343,307.165,10.201,
13717,Peru,1866,,,,,,,,,,0.183,,,,,0.638,0.211,0.343,316.808,8.065,
13718,Peru,1867,,,,,,,,,,0.208,,,,,0.638,0.211,0.343,326.427,2.012,
13719,Peru,1868,,,,,,,,,,0.181,,,,,0.547,0.294,0.343,342.28,1.018,
13720,Peru,1869,,,,,,,,,,0.216,,,,,0.737,0.161,0.343,367.72,0.756,
13721,Peru,1870,,,,,,,,,,0.216,,,,,0.737,0.161,0.343,397.589,1.812,
13722,Peru,1871,,,,,,,,,,0.224,,,,,0.737,0.161,0.343,418.238,0.859,
13723,Peru,1872,,,,,,,,,,0.254,,,,,0.547,0.313,0.343,433.19,2.495,
13724,Peru,1873,,,,,,,,,,0.254,,,,,0.547,0.313,0.343,442.953,2.553,
13725,Peru,1874,,,,,,,,,,0.254,,,,,0.573,0.295,0.343,442.68,2.737,
13726,Peru,1875,,,,,,,,,,0.254,,,,,0.546,0.319,0.343,435.665,2.921,
13727,Peru,1876,,,,,,,,,,0.254,,,,,0.546,0.319,0.343,428.763,3.105,
13728,Peru,1877,,,,,,,,,,0.244,,,,,0.638,0.238,0.343,402.455,3.289,
13729,Peru,1878,,,,,,,,,,0.245,,,,,0.638,0.238,0.343,362.326,3.472,
13730,Peru,1879,,,,,,,,,,0.203,,,,,0.715,0.188,0.343,316.581,3.656,
13731,Peru,1880,,,,,,,,,,0.02,,,,,0.609,0.089,0.343,274.321,3.84,
13732,Peru,1881,,,,,,,,,,0.046,,,,,0.609,0.089,0.343,252.116,4.024,
13733,Peru,1882,,,,,,,,,,0.052,,,,,0.609,0.089,0.343,246.207,4.208,
13734,Peru,1883,,,,,,,,,,0.07,,,,,0.609,0.093,0.343,243.76,4.391,
13735,Peru,1884,,,,,,,,,,0.177,,,,,0.713,0.251,0.343,252.235,4.575,
13736,Peru,1885,,,,,,,,,,0.186,,,,,0.713,0.251,0.343,256.313,4.759,
13737,Peru,1886,,,,,,,,,,,,,,,0.676,0.285,0.343,259.747,4.943,
13738,Peru,1887,,,,,,,,,,,,,,,0.676,0.285,0.343,264.654,5.127,
13739,Peru,1888,,,,,,,,,,,,,,,0.676,0.285,0.343,273.133,5.311,
13740,Peru,1889,,,,,,,,,,,,,,,0.676,0.285,0.343,275.054,5.494,
13741,Peru,1890,,,,,,,,,,,,,,,0.676,0.285,0.343,275.476,5.678,
13742,Peru,1891,,,,,,,,,,,,,,,0.676,0.285,0.343,279.584,5.862,
13743,Peru,1892,,,,,,,,,,0.217,,,,,0.676,0.285,0.343,281.303,6.046,
13744,Peru,1893,,,,,,,,,,0.214,,,,,0.676,0.285,0.343,277.586,6.23,
13745,Peru,1894,,,,,,,,,,0.208,,,,,0.676,0.285,0.343,277.57,6.413,
13746,Peru,1895,,,,,,,,,,0.218,,,,,0.611,0.324,0.343,287.204,6.597,
13747,Peru,1896,,,,,,,,,,0.237,,,,,0.611,0.338,0.343,303.044,6.781,
13748,Peru,1897,,,,,,,,,,0.254,,,,,0.611,0.338,0.343,323.1,6.965,
13749,Peru,1898,,,,,,,,,,0.254,,,,,0.611,0.338,0.343,343.268,7.149,
13750,Peru,1899,,,,,,,,,,0.258,,,,,0.611,0.338,0.343,363.089,7.332,
13751,Peru,1900,,,,,,,,,,0.261,-1.442,-1.728,-1.251,Electoral Autocracy,0.516,0.474,0.343,381.804,7.516,
13752,Peru,1901,,,,,,,,,,0.261,-1.442,-1.728,-1.251,Electoral Autocracy,0.516,0.474,0.343,403.121,7.7,
13753,Peru,1902,,,,,,,,,,0.261,-1.442,-1.728,-1.251,Electoral Autocracy,0.516,0.474,0.343,426.854,-19.0,
13754,Peru,1903,,,,,,,,,,0.25,-1.442,-1.728,-1.251,Electoral Autocracy,0.516,0.474,0.343,450.517,13.2,
13755,Peru,1904,,,,,,,,,,0.244,-1.442,-1.728,-1.251,Electoral Autocracy,0.516,0.474,0.343,475.568,3.9,
13756,Peru,1905,,,,,,,,,,0.246,-1.442,-1.728,-1.251,Electoral Autocracy,0.533,0.468,0.343,501.86,31.3,
13757,Peru,1906,,,,,,,,,,0.246,-1.442,-1.728,-1.251,Electoral Autocracy,0.533,0.468,0.343,527.614,1.0,
13758,Peru,1907,,,,,,,,,,0.246,-1.442,-1.728,-1.251,Electoral Autocracy,0.533,0.468,0.343,555.78,1.9,
13759,Peru,1908,,,,,,,,,,0.245,-1.442,-1.728,-1.251,Electoral Autocracy,0.571,0.438,0.343,575.417,4.6,
13760,Peru,1909,,,,,,,,,,0.247,-1.442,-1.728,-1.251,Electoral Autocracy,0.571,0.438,0.343,591.226,-14.2,
13761,Peru,1910,,,,,,,,,,0.25,-1.442,-1.728,-1.251,Electoral Autocracy,0.556,0.453,0.343,606.474,-2.1,
13762,Peru,1911,,,,,,,,,,0.251,-1.442,-1.728,-1.251,Electoral Autocracy,0.556,0.453,0.343,623.485,3.2,
13763,Peru,1912,,,,,,,,,,0.252,-1.442,-1.728,-1.251,Electoral Autocracy,0.476,0.524,0.343,644.947,-9.2,
13764,Peru,1913,,,,,,,,,,0.244,-1.442,-1.728,-1.251,Electoral Autocracy,0.476,0.498,0.343,667.405,12.4,
13765,Peru,1914,,,,,,,,,,0.169,-1.442,-1.728,-1.251,Electoral Autocracy,0.551,0.429,0.343,690.592,4.0,
13766,Peru,1915,,,,,,,,,,0.191,-1.442,-1.728,-1.251,Electoral Autocracy,0.551,0.32,0.343,727.115,7.7,
13767,Peru,1916,,,,,,,,,,0.252,-1.442,-1.728,-1.251,Electoral Autocracy,0.512,0.349,0.343,771.669,9.8,
13768,Peru,1917,,,,,,,,,,0.252,-1.442,-1.728,-1.251,Electoral Autocracy,0.512,0.349,0.343,804.584,15.4,
13769,Peru,1918,,,,,,,,,,0.252,-1.442,-1.728,-1.251,Electoral Autocracy,0.512,0.349,0.343,840.001,15.5,
13770,Peru,1919,,,,,,,,,,0.204,0.513,-1.131,-1.251,Electoral Autocracy,0.512,0.332,0.343,868.246,14.6,
13771,Peru,1920,,,,,,,,,,0.129,0.006,-1.131,-1.251,Electoral Autocracy,0.635,0.194,0.343,897.321,11.7,
13772,Peru,1921,,,,,,,,,,0.186,0.006,-1.131,-1.251,Electoral Autocracy,0.635,0.194,0.343,941.658,-5.2,
13773,Peru,1922,,,,,,,,,,0.186,0.006,-1.131,-1.251,Electoral Autocracy,0.635,0.194,0.343,998.565,-4.5,
13774,Peru,1923,,,,,,,,,,0.186,0.006,-1.131,-1.251,Electoral Autocracy,0.635,0.194,0.343,1060.267,-5.3,
13775,Peru,1924,,,,,,,,,,0.186,0.006,-1.131,-1.251,Electoral Autocracy,0.635,0.199,0.343,1127.354,3.9,
13776,Peru,1925,,,,,,,,,,0.181,0.006,-1.131,-1.251,Electoral Autocracy,0.635,0.199,0.343,1192.55,7.0,
13777,Peru,1926,,,,,,,,,,0.181,0.006,-1.131,-1.251,Electoral Autocracy,0.635,0.199,0.343,1259.971,0.5,
13778,Peru,1927,,,,,,,,,,0.181,0.006,-1.131,-1.251,Electoral Autocracy,0.635,0.199,0.343,1317.269,-3.5,
13779,Peru,1928,,,,,,,,,,0.181,0.006,-1.131,-0.995,Electoral Autocracy,0.635,0.199,0.343,1361.079,-6.7,
13780,Peru,1929,,,,,,,,,,0.181,0.006,-1.131,-0.995,Electoral Autocracy,0.635,0.199,0.343,1394.977,-2.2,
13781,Peru,1930,,,,,,,,,,0.158,1.327,-1.106,-1.231,Closed Autocracy,0.635,0.199,0.343,1380.924,-4.5,
13782,Peru,1931,,,,,,,,,,0.123,1.601,-0.002,-1.231,Electoral Autocracy,0.558,0.267,0.343,1358.718,-6.5,
13783,Peru,1932,,,,,,,,,,0.153,1.601,-0.002,-1.231,Electoral Autocracy,0.558,0.267,0.343,1361.81,-4.4,
13784,Peru,1933,,,,,,,,,,0.132,1.026,-0.002,-1.231,Closed Autocracy,0.558,0.278,0.343,1429.932,-2.6,
13785,Peru,1934,,,,,,,,,,0.123,1.026,-0.133,-1.231,Closed Autocracy,0.558,0.278,0.343,1534.649,2.0,
13786,Peru,1935,,,,,,,,,,0.123,1.026,-0.133,-1.231,Closed Autocracy,0.558,0.278,0.343,1633.146,1.3,
13787,Peru,1936,,,,,,,,,,0.123,1.026,-0.133,-1.231,Closed Autocracy,0.558,0.278,0.343,1707.371,5.3,
13788,Peru,1937,,,,,,,,,,0.123,1.026,-0.133,-1.231,Closed Autocracy,0.558,0.278,0.343,1755.724,6.3,
13789,Peru,1938,,,,,,,,,,0.123,1.026,-0.133,-1.231,Closed Autocracy,0.558,0.278,0.343,1789.858,1.2,
13790,Peru,1939,,,,,,,,,,0.147,1.026,-0.133,-1.231,Electoral Autocracy,0.558,0.318,0.343,1816.843,-1.2,
13791,Peru,1940,,,,,,,,,,0.26,-0.384,-0.133,-1.231,Electoral Autocracy,0.622,0.375,0.343,1830.443,8.2,
13792,Peru,1941,,,,,,,,,,0.26,-0.384,-0.133,-1.231,Electoral Autocracy,0.622,0.375,0.343,1849.431,8.4,
13793,Peru,1942,,,,,,,,,,0.26,-0.384,-0.133,-1.231,Electoral Autocracy,0.622,0.375,0.343,1869.105,12.4,
13794,Peru,1943,,,,,,,,,,0.26,-0.384,-0.133,-1.231,Electoral Autocracy,0.622,0.375,0.343,1912.525,9.0,
13795,Peru,1944,,,,,,,,,,0.26,-0.384,-0.133,-1.231,Electoral Autocracy,0.622,0.375,0.343,1990.538,14.6,
13796,Peru,1945,,,,,,,,,,0.316,0.154,-0.133,-1.231,Electoral Autocracy,0.622,0.367,0.343,2061.88,11.6,
13797,Peru,1946,,,,,,,,,,0.312,0.154,0.021,-1.231,Electoral Autocracy,0.622,0.504,0.419,2128.662,9.4,
13798,Peru,1947,,,,,,,,,,0.32,0.154,0.021,-1.013,Electoral Autocracy,0.622,0.504,0.419,2192.239,29.4,
13799,Peru,1948,,,,,,,,,,0.181,0.278,0.495,-1.013,Electoral Autocracy,0.603,0.391,0.419,2246.629,30.8,
13800,Peru,1949,,,,,,,,,,0.088,0.278,-0.549,-1.226,Closed Autocracy,0.625,0.117,0.419,2312.123,14.7,
13801,Peru,1950,,,,,,,,,,0.121,0.278,-0.549,-1.226,Closed Autocracy,0.625,0.116,0.419,2336.707,12.1,
13802,Peru,1951,,,,,,,,,,0.164,0.278,-0.549,-1.226,Closed Autocracy,0.689,0.127,0.419,2429.815,10.39,
13803,Peru,1952,,,,,,,,,,0.164,0.278,-0.549,-1.226,Closed Autocracy,0.689,0.127,0.419,2538.571,7.059,
13804,Peru,1953,,,,,,,,,,0.164,0.278,-0.549,-1.226,Closed Autocracy,0.689,0.133,0.419,2644.871,9.341,
13805,Peru,1954,,,,,,,,,,0.164,0.278,-0.549,-1.226,Closed Autocracy,0.689,0.133,0.419,2793.745,5.025,
13806,Peru,1955,,,,,,,,,,0.164,0.278,-0.549,-1.226,Closed Autocracy,0.689,0.133,0.419,2936.756,4.785,
13807,Peru,1956,,,,,,,,,,0.276,0.278,-0.549,-0.026,Electoral Autocracy,0.632,0.173,0.419,3071.751,5.479,
13808,Peru,1957,,,,,,,,,,0.367,0.278,-1.115,0.36,Electoral Autocracy,0.505,0.581,0.419,3197.239,7.432,
13809,Peru,1958,,,,,,,,,,0.367,0.278,-1.115,0.36,Electoral Autocracy,0.505,0.606,0.419,3273.969,7.925,
13810,Peru,1959,,,,,,,,,,0.367,0.278,-1.115,0.36,Electoral Autocracy,0.505,0.606,0.419,3414.95,12.757,
13811,Senegal,1904,,,,,,,,,,0.05,-2.23,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13812,Senegal,1905,,,,,,,,,,0.051,-2.23,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13813,Senegal,1906,,,,,,,,,,0.051,-2.23,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13814,Senegal,1907,,,,,,,,,,0.051,-2.23,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13815,Senegal,1908,,,,,,,,,,0.054,-2.23,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13816,Senegal,1909,,,,,,,,,,0.05,-2.23,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13817,Senegal,1910,,,,,,,,,,0.05,-2.23,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13818,Senegal,1911,,,,,,,,,,0.05,-2.23,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13819,Senegal,1912,,,,,,,,,,0.05,-2.23,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13820,Senegal,1913,,,,,,,,,,0.05,-2.23,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13821,Senegal,1914,,,,,,,,,,0.05,-2.23,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13822,Senegal,1915,,,,,,,,,,0.05,-2.23,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13823,Senegal,1916,,,,,,,,,,0.05,-2.23,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13824,Senegal,1917,,,,,,,,,,0.05,-2.23,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13825,Senegal,1918,,,,,,,,,,0.05,-2.23,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13826,Senegal,1919,,,,,,,,,,0.05,-2.23,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13827,Senegal,1920,,,,,,,,,,0.05,-1.936,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13828,Senegal,1921,,,,,,,,,,0.05,-2.197,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13829,Senegal,1922,,,,,,,,,,0.05,-2.197,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13830,Senegal,1923,,,,,,,,,,0.05,-2.197,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13831,Senegal,1924,,,,,,,,,,0.05,-2.197,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13832,Senegal,1925,,,,,,,,,,0.05,-2.197,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13833,Senegal,1926,,,,,,,,,,0.05,-1.926,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13834,Senegal,1927,,,,,,,,,,0.05,-1.926,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13835,Senegal,1928,,,,,,,,,,0.05,-2.202,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13836,Senegal,1929,,,,,,,,,,0.05,-2.202,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13837,Senegal,1930,,,,,,,,,,0.053,-2.202,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13838,Senegal,1931,,,,,,,,,,0.053,-2.202,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13839,Senegal,1932,,,,,,,,,,0.053,-2.202,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13840,Senegal,1933,,,,,,,,,,0.053,-2.202,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13841,Senegal,1934,,,,,,,,,,0.053,-2.202,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13842,Senegal,1935,,,,,,,,,,0.053,-2.202,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13843,Senegal,1936,,,,,,,,,,0.053,-1.912,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13844,Senegal,1937,,,,,,,,,,0.053,-1.912,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13845,Senegal,1938,,,,,,,,,,0.053,-2.199,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13846,Senegal,1939,,,,,,,,,,0.053,-2.199,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13847,Senegal,1940,,,,,,,,,,0.053,-1.512,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13848,Senegal,1941,,,,,,,,,,0.053,-1.512,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13849,Senegal,1942,,,,,,,,,,0.053,-1.512,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13850,Senegal,1943,,,,,,,,,,0.053,-1.512,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13851,Senegal,1944,,,,,,,,,,0.053,-1.512,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13852,Senegal,1945,,,,,,,,,,0.099,-1.512,-0.896,-1.032,Closed Autocracy,0.438,0.406,0.278,,,
13853,Senegal,1946,,,,,,,,,,0.229,-1.512,-0.896,-1.032,Closed Autocracy,0.342,0.421,0.278,,,
13854,Senegal,1947,,,,,,,,,,0.229,-1.533,-0.896,-0.787,Closed Autocracy,0.342,0.421,0.278,,,
13855,Senegal,1948,,,,,,,,,,0.229,-1.798,-0.896,-1.019,Closed Autocracy,0.342,0.421,0.278,,,
13856,Senegal,1949,,,,,,,,,,0.229,-1.798,-0.896,-1.019,Closed Autocracy,0.342,0.421,0.278,,,
13857,Senegal,1950,,,,,,,,,,0.233,-1.798,-0.626,-1.019,Closed Autocracy,0.342,0.421,0.278,662.973,,
13858,Senegal,1951,,,,,,,,,,0.233,-1.798,-0.626,-1.019,Closed Autocracy,0.342,0.421,0.278,668.24,,
13859,Senegal,1952,,,,,,,,,,0.234,-1.798,-0.626,-1.019,Closed Autocracy,0.342,0.421,0.278,682.69,,
13860,Senegal,1953,,,,,,,,,,0.234,-1.798,-0.626,-1.019,Closed Autocracy,0.342,0.421,0.278,702.495,,
13861,Senegal,1954,,,,,,,,,,0.234,-1.798,-0.626,-1.019,Closed Autocracy,0.342,0.421,0.278,722.189,,
13862,Senegal,1955,,,,,,,,,,0.234,-1.798,-0.626,-1.019,Closed Autocracy,0.342,0.421,0.278,749.267,,
13863,Senegal,1956,,,,,,,,,,0.234,-1.798,-0.626,-1.019,Closed Autocracy,0.342,0.421,0.278,774.804,,
13864,Senegal,1957,,,,,,,,,,0.237,-1.798,-0.626,-1.019,Closed Autocracy,0.342,0.421,0.278,802.729,,
13865,Senegal,1958,,,,,,,,,,0.238,-1.798,-0.626,-1.019,Closed Autocracy,0.342,0.421,0.278,835.445,,
13866,Senegal,1959,,,,,,,,,,0.234,-1.798,-0.626,-1.019,Closed Autocracy,0.342,0.438,0.632,868.829,,
13867,Sudan,1900,,,,,,,,,,0.057,-0.727,0.645,-0.822,Closed Autocracy,0.114,0.626,0.089,1230.358,,
13868,Sudan,1901,,,,,,,,,,0.057,-0.727,0.645,-0.822,Closed Autocracy,0.114,0.626,0.089,1243.83,,
13869,Sudan,1902,,,,,,,,,,0.057,-0.727,0.645,-0.822,Closed Autocracy,0.114,0.626,0.089,1248.628,,
13870,Sudan,1903,,,,,,,,,,0.057,-0.727,0.645,-0.822,Closed Autocracy,0.114,0.626,0.089,1235.604,,
13871,Sudan,1904,,,,,,,,,,0.057,-0.727,0.645,-0.822,Closed Autocracy,0.114,0.626,0.089,1237.11,,
13872,Sudan,1905,,,,,,,,,,0.057,-0.727,0.645,-0.822,Closed Autocracy,0.114,0.626,0.089,1239.109,,
13873,Sudan,1906,,,,,,,,,,0.057,-0.727,0.645,-0.822,Closed Autocracy,0.114,0.626,0.089,1235.747,,
13874,Sudan,1907,,,,,,,,,,0.057,-0.727,0.645,-0.665,Closed Autocracy,0.114,0.626,0.089,1240.471,,
13875,Sudan,1908,,,,,,,,,,0.057,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.626,0.089,1238.204,,
13876,Sudan,1909,,,,,,,,,,0.057,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.626,0.089,1234.777,,
13877,Sudan,1910,,,,,,,,,,0.057,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.629,0.089,1237.002,,
13878,Sudan,1911,,,,,,,,,,0.057,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.629,0.089,1230.549,,
13879,Sudan,1912,,,,,,,,,,0.057,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.629,0.089,1224.56,,
13880,Sudan,1913,,,,,,,,,,0.057,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.629,0.089,1230.973,,
13881,Sudan,1914,,,,,,,,,,0.057,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.629,0.089,1233.043,,
13882,Sudan,1915,,,,,,,,,,0.057,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.629,0.089,1225.821,,
13883,Sudan,1916,,,,,,,,,,0.057,-0.727,0.645,-0.663,Closed Autocracy,0.114,0.629,0.089,1227.105,,
13884,Sudan,1917,,,,,,,,,,0.057,-0.727,0.645,-0.841,Closed Autocracy,0.114,0.629,0.089,1231.728,,
13885,Sudan,1918,,,,,,,,,,0.057,-0.727,0.645,-0.841,Closed Autocracy,0.114,0.629,0.089,1228.887,,
13886,Sudan,1919,,,,,,,,,,0.057,-0.727,0.645,-0.841,Closed Autocracy,0.114,0.629,0.089,1228.784,,
13887,Sudan,1920,,,,,,,,,,0.058,-0.727,0.645,-0.841,Closed Autocracy,0.114,0.628,0.089,1228.333,,
13888,Sudan,1921,,,,,,,,,,0.058,-0.727,0.645,-0.841,Closed Autocracy,0.114,0.628,0.089,1227.285,,
13889,Sudan,1922,,,,,,,,,,0.058,-0.727,0.645,-0.841,Closed Autocracy,0.114,0.628,0.089,1227.325,,
13890,Sudan,1923,,,,,,,,,,0.058,-0.727,0.645,-0.841,Closed Autocracy,0.114,0.628,0.089,1240.032,,
13891,Sudan,1924,,,,,,,,,,0.058,-0.727,0.645,-0.509,Closed Autocracy,0.114,0.628,0.089,1243.893,,
13892,Sudan,1925,,,,,,,,,,0.058,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.628,0.089,1248.174,,
13893,Sudan,1926,,,,,,,,,,0.058,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.628,0.089,1242.306,,
13894,Sudan,1927,,,,,,,,,,0.058,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.628,0.089,1245.213,,
13895,Sudan,1928,,,,,,,,,,0.058,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.628,0.089,1240.905,,
13896,Sudan,1929,,,,,,,,,,0.058,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.634,0.089,1245.817,,
13897,Sudan,1930,,,,,,,,,,0.059,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.634,0.089,1247.348,,
13898,Sudan,1931,,,,,,,,,,0.059,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.634,0.089,1242.763,,
13899,Sudan,1932,,,,,,,,,,0.059,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.634,0.089,1247.636,,
13900,Sudan,1933,,,,,,,,,,0.059,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.634,0.089,1241.695,,
13901,Sudan,1934,,,,,,,,,,0.059,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.634,0.089,1226.277,,
13902,Sudan,1935,,,,,,,,,,0.059,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.634,0.089,1231.532,,
13903,Sudan,1936,,,,,,,,,,0.059,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.634,0.089,1237.649,,
13904,Sudan,1937,,,,,,,,,,0.059,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.634,0.089,1241.224,,
13905,Sudan,1938,,,,,,,,,,0.059,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.634,0.089,1242.776,,
13906,Sudan,1939,,,,,,,,,,0.059,-0.727,0.645,-0.833,Closed Autocracy,0.114,0.634,0.089,1248.285,,
13907,Sudan,1940,,,,,,,,,,0.059,-0.727,0.843,-0.833,Closed Autocracy,0.114,0.634,0.089,1246.168,,
13908,Sudan,1941,,,,,,,,,,0.059,-0.727,0.843,-0.833,Closed Autocracy,0.114,0.634,0.089,1232.768,,
13909,Sudan,1942,,,,,,,,,,0.059,-0.727,0.843,-0.833,Closed Autocracy,0.114,0.634,0.089,1231.481,,
13910,Sudan,1943,,,,,,,,,,0.059,-0.727,0.843,-0.833,Closed Autocracy,0.114,0.634,0.089,1230.679,,
13911,Sudan,1944,,,,,,,,,,0.058,-0.727,0.843,-0.833,Closed Autocracy,0.114,0.634,0.089,1229.585,,
13912,Sudan,1945,,,,,,,,,,0.059,-0.727,0.843,-0.833,Closed Autocracy,0.114,0.634,0.089,1233.185,,
13913,Sudan,1946,,,,,,,,,,0.059,-0.727,1.211,-0.699,Closed Autocracy,0.114,0.634,0.089,1228.283,,
13914,Sudan,1947,,,,,,,,,,0.059,-0.727,1.211,-0.699,Closed Autocracy,0.114,0.634,0.089,1226.622,,
13915,Sudan,1948,,,,,,,,,,0.062,-0.727,1.211,-0.699,Closed Autocracy,0.115,0.634,0.089,1230.169,,
13916,Sudan,1949,,,,,,,,,,0.108,-0.727,1.211,-0.699,Closed Autocracy,0.234,0.634,0.089,1233.261,,
13917,Sudan,1950,,,,,,,,,,0.11,-0.45,1.211,-0.769,Closed Autocracy,0.234,0.634,0.089,1228.186,,
13918,Sudan,1951,,,,,,,,,,0.11,-0.45,1.211,-0.769,Closed Autocracy,0.234,0.634,0.089,1259.963,,
13919,Sudan,1952,,,,,,,,,,0.11,-0.45,1.211,-0.769,Closed Autocracy,0.234,0.634,0.089,1294.966,,
